SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
OC[C@H](c1nnc([nH]1)CNC)/C=C/NCC=C,17/000000086,"InChI=1S/C11H19N5O/c1-3-5-13-6-4-9(8-17)11-14-10(7-12-2)15-16-11/h3-4,6,9,12-13,17H,1,5,7-8H2,2H3,(H,14,15,16)/b6-4+/t9-/m1/s1",C11H19N5O,237,0.65,4.19,-0.13,5.09,-170,4.574011960452223,1
c1n[nH]c(n1)[C@H](/C=C(/CC)\C1=CCCCO1)NN,17/000000016,"InChI=1S/C12H19N5O/c1-2-9(11-5-3-4-6-18-11)7-10(16-13)12-14-8-15-17-12/h5,7-8,10,16H,2-4,6,13H2,1H3,(H,14,15,17)/b9-7-/t10-/m0/s1",C12H19N5O,249,0.52,4.19,-4.92,2.22,-170,4.284429443656836,1
OC(=S)Nc1ccccc1c1oc(c(c1)C(=O)O)CCO,15/000000007,"InChI=1S/C14H13NO5S/c16-6-5-11-9(13(17)18)7-12(20-11)8-3-1-2-4-10(8)15-14(19)21/h1-4,7,16H,5-6H2,(H,17,18)(H2,15,19,21)",C14H13NO5S,307,1.17,4.19,-5.36,21.7,-160,2.827865901599278,1
O[C@@H](c1nnc[nH]1)c1ncc(cc1)CCNN,24/000000086,"InChI=1S/C10H14N6O/c11-14-4-3-7-1-2-8(12-5-7)9(17)10-13-6-15-16-10/h1-2,5-6,9,14,17H,3-4,11H2,(H,13,15,16)/t9-/m1/s1",C10H14N6O,234,-0.28,4.18,8.58,3.72,-150,3.7858255397300873,1
Oc1c(Cl)c(/C(=C/N)/c2noc(c2)CC(=O)N)ccc1Cl,21/000000007,"InChI=1S/C13H11Cl2N3O3/c14-9-2-1-7(12(15)13(9)20)8(5-16)10-3-6(21-18-10)4-11(17)19/h1-3,5,20H,4,16H2,(H2,17,19)/b8-5-",C13H11N3O3Cl2,327,1.83,4.18,-4.41,3.72,-40,3.2305796528208326,1
Sc1ccc(c2c1COC2=O)Nc1nccc(n1)c1ncn[nH]1,19/000000009,"InChI=1S/C14H10N6O2S/c21-13-11-7(5-22-13)10(23)2-1-8(11)18-14-15-4-3-9(19-14)12-16-6-17-20-12/h1-4,6,23H,5H2,(H,15,18,19)(H,16,17,20)",C14H10N6O2S,326,1.63,4.18,-4.94,23.4,-120,3.178451368840653,1
OC[C@H](c1cc2[nH]ccc2c(c1N(=O)=O)CCl)F,27/000000016,"InChI=1S/C11H10ClFN2O3/c12-4-8-6-1-2-14-10(6)3-7(9(13)5-16)11(8)15(17)18/h1-3,9,14,16H,4-5H2/t9-/m1/s1",C11H10N2O3FCl,272,2.02,4.18,-5.54,19.0,-190,3.6881925942425138,1
Oc1c(NC(=O)c2n[nH]cc2CC)cccc1I,18/000000080,"InChI=1S/C12H12IN3O2/c1-2-7-6-14-16-10(7)12(18)15-9-5-3-4-8(13)11(9)17/h3-6,17H,2H2,1H3,(H,14,16)(H,15,18)",C12H12N3O2I,357,2.74,4.18,-3.39,2.22,-20,2.913910195222684,1
OC(=O)c1[nH]ccc1[C@H](c1ccc(c(c1Br)O)Br)O,20/000000003,"InChI=1S/C12H9Br2NO4/c13-7-2-1-5(8(14)11(7)17)10(16)6-3-4-15-9(6)12(18)19/h1-4,10,15-17H,(H,18,19)/t10-/m0/s1",C12H9NO4Br2,391,2.32,4.17,-5.81,2.22,-170,3.523561969195006,1
[nH]1nc([nH]c1=O)CCCC#CCN,8/000000006,"InChI=1S/C8H12N4O/c9-6-4-2-1-3-5-7-10-8(13)12-11-7/h1,3,5-6,9H2,(H2,10,11,12,13)",C8H12N4O,180,-0.03,4.17,8.15,2.22,0,3.4102206231896988,1
Oc1c(Cl)ccc(c1Cl)/C(=C(\c1sccn1)/N)/c1nocc1,21/000000004,"InChI=1S/C14H9Cl2N3O2S/c15-8-2-1-7(11(16)13(8)20)10(9-3-5-21-19-9)12(17)14-18-4-6-22-14/h1-6,20H,17H2/b12-10-",C14H9N3O2SCl2,353,3.25,4.17,-7.26,3.58,-60,3.312353133861695,1
c1nnc(o1)[C@@](CC1=NCCCO1)(NN)Br,17/000000056,"InChI=1S/C8H12BrN5O2/c9-8(14-10,7-13-12-5-16-7)4-6-11-2-1-3-15-6/h5,14H,1-4,10H2/t8-/m1/s1",C8H12N5O2Br,290,0.6,4.17,-4.57,2.22,-170,4.692241847271035,1
OC(=O)c1coc(c1CN)c1sc2c(c1)[nH]cc2,15/000000011,"InChI=1S/C12H10N2O3S/c13-4-6-7(12(15)16)5-17-11(6)10-3-8-9(18-10)1-2-14-8/h1-3,5,14H,4,13H2,(H,15,16)",C12H10N2O3S,262,0.33,4.17,-4.05,3.72,-200,3.273062484815444,1
OCc1cnc(cc1)NCCOC(=O)[C@H](c1occc1)OCC,13/000000044,"InChI=1S/C16H20N2O5/c1-2-21-15(13-4-3-8-22-13)16(20)23-9-7-17-14-6-5-12(11-19)10-18-14/h3-6,8,10,15,19H,2,7,9,11H2,1H3,(H,17,18)/t15-/m0/s1",C16H20N2O5,320,0.54,4.16,3.98,5.09,-170,3.0828785082288563,1
NN[C@H](c1nc(n[nH]1)CC#CC)C=C,17/000000008,"InChI=1S/C9H13N5/c1-3-5-6-8-11-9(14-13-8)7(4-2)12-10/h4,7,12H,2,6,10H2,1H3,(H,11,13,14)/t7-/m0/s1",C9H13N5,191,0.35,4.16,2.04,18.5,-170,4.608329218741673,1
c1nnc(o1)[C@@](Cc1cccc2n1ncn2)(NN)Br,17/000000039,"InChI=1S/C10H10BrN7O/c11-10(17-12,9-16-14-6-19-9)4-7-2-1-3-8-13-5-15-18(7)8/h1-3,5-6,17H,4,12H2/t10-/m1/s1",C10H10N7OBr,324,0.39,4.16,-4.66,2.35,-190,4.181636489968351,1
OCC(=O)OCc1nc2c(c(c1)O)NCN2CC=C,23/000000062,"InChI=1S/C12H15N3O4/c1-2-3-15-7-13-11-9(17)4-8(14-12(11)15)6-19-10(18)5-16/h2,4,13,16H,1,3,5-7H2,(H,14,17)",C12H15N3O4,265,0.47,4.16,-8.12,17.2,-80,3.3274756488946187,1
OC(=O)c1cnc(c(c1)N(=O)=O)N,13/000000007,"InChI=1S/C6H5N3O4/c7-5-4(9(12)13)1-3(2-8-5)6(10)11/h1-2H,(H2,7,8)(H,10,11)",C6H5N3O4,183,0.19,4.16,6.3,1.0,0,2.237894953628736,1
NC(=O)CC/C=C/[C@H](c1nnc[nH]1)N,24/000000081,"InChI=1S/C8H13N5O/c9-6(8-11-5-12-13-8)3-1-2-4-7(10)14/h1,3,5-6H,2,4,9H2,(H2,10,14)(H,11,12,13)/b3-1+/t6-/m1/s1",C8H13N5O,195,-0.38,4.16,8.27,3.58,-150,4.1525599879724435,1
Oc1nccc(n1)C(C=C)(C(=O)O)C(=O)O,20/000000020,"InChI=1S/C9H8N2O5/c1-2-9(6(12)13,7(14)15)5-3-4-10-8(16)11-5/h2-4H,1H2,(H,12,13)(H,14,15)(H,10,11,16)",C9H8N2O5,224,-0.03,4.16,-2.93,15.6,-150,3.5471221017219587,1
Sc1nnc(s1)C[C@@](NN)(c1nnco1)Br,17/000000029,"InChI=1S/C6H7BrN6OS2/c7-6(13-8,4-11-9-2-14-4)1-3-10-12-5(15)16-3/h2,13H,1,8H2,(H,12,15)/t6-/m1/s1",C6H7N6OS2Br,323,1.55,4.15,-5.17,2.22,-170,4.87184231549846,1
NN[C@H](c1n[nH]c(=S)[nH]1)/C=C\C(=C)C(=O)OC,17/000000028,"InChI=1S/C9H13N5O2S/c1-5(8(15)16-2)3-4-6(12-10)7-11-9(17)14-13-7/h3-4,6,12H,1,10H2,2H3,(H2,11,13,14,17)/b4-3-/t6-/m0/s1",C9H13N5O2S,255,0.44,4.15,-2.51,3.58,-170,4.642871993897037,1
OC/C=C(\C)/NCc1c[nH]c(c1)CO,27/000000009,"InChI=1S/C10H16N2O2/c1-8(2-3-13)11-5-9-4-10(7-14)12-6-9/h2,4,6,11-14H,3,5,7H2,1H3/b8-2+",C10H16N2O2,196,-0.31,4.15,-3.99,2.22,-40,3.3561267395382925,1
S[C@H](CCc1n[nH]c(=O)[nH]1)C#CCN,8/000000016,"InChI=1S/C8H12N4OS/c9-5-1-2-6(14)3-4-7-10-8(13)12-11-7/h6,14H,3-5,9H2,(H2,10,11,12,13)/t6-/m0/s1",C8H12N4OS,212,0.15,4.15,9.46,2.22,-150,4.56444756193694,1
N=C1N(c2ccc(cc2C(=O)O)Cl)CCC1,15/000000015,"InChI=1S/C11H11ClN2O2/c12-7-3-4-9(8(6-7)11(15)16)14-5-1-2-10(14)13/h3-4,6,13H,1-2,5H2,(H,15,16)/b13-10-",C11H11N2O2Cl,238,2.84,4.15,-4.87,2.22,-160,2.3681809928308493,1
OC(=O)C(=C)/C(=C\CC)/CNc1cc(O)c(cc1Cl)C(=O)O,28/000000027,"InChI=1S/C15H16ClNO5/c1-3-4-9(8(2)14(19)20)7-17-12-6-13(18)10(15(21)22)5-11(12)16/h4-6,17-18H,2-3,7H2,1H3,(H,19,20)(H,21,22)/b9-4-",C15H16NO5Cl,325,2.32,4.15,-5.74,5.21,-120,2.9888382112981624,1
OCC#CCNc1nc(ncc1)CC[C@H]1NC1,6/000000033,"InChI=1S/C12H16N4O/c17-8-2-1-6-13-12-5-7-14-11(16-12)4-3-10-9-15-10/h5,7,10,15,17H,3-4,6,8-9H2,(H,13,14,16)/t10-/m1/s1",C12H16N4O,232,-0.33,4.15,8.92,3.58,-150,3.6354534832151746,1
OCCCCOC(=O)Cc1nnc([nH]1)CCCl,17/000000084,"InChI=1S/C10H16ClN3O3/c11-4-3-8-12-9(14-13-8)7-10(16)17-6-2-1-5-15/h15H,1-7H2,(H,12,13,14)",C10H16N3O3Cl,261,1.64,4.15,0.59,3.72,0,3.0471406203020948,1
S[C@@H](C1=NN=CNC1)Nc1cc(O)c(cc1Cl)C(=O)O,28/000000002,"InChI=1S/C11H11ClN4O3S/c12-6-1-5(11(18)19)9(17)2-7(6)15-10(20)8-3-13-4-14-16-8/h1-2,4,10,15,17,20H,3H2,(H,13,14)(H,18,19)/t10-/m0/s1",C11H11N4O3SCl,314,2.06,4.15,-8.85,22.5,-190,4.162673411765342,1
OCC#CCNc1nc(ncc1)CC,6/000000002,"InChI=1S/C10H13N3O/c1-2-9-12-7-5-10(13-9)11-6-3-4-8-14/h5,7,14H,2,6,8H2,1H3,(H,11,12,13)",C10H13N3O,191,0.29,4.15,8.41,2.22,-20,2.929860201076753,1
O=C1NC(=CCN1)Cc1oc(nc1)C1=CSCN1,16/000000001,"InChI=1S/C11H12N4O2S/c16-11-12-2-1-7(15-11)3-8-4-13-10(17-8)9-5-18-6-14-9/h1,4-5,14H,2-3,6H2,(H2,12,15,16)",C11H12N4O2S,264,-0.12,4.14,1.63,2.22,-80,4.303534439054324,1
SCCN[C@@H](C=C)C#CCO,6/000000128,"InChI=1S/C8H13NOS/c1-2-8(4-3-6-10)9-5-7-11/h2,8-11H,1,5-7H2/t8-/m0/s1",C8H13NOS,171,0.6,4.14,8.36,2.22,-150,4.667389561062741,1
SC[C@@H](COCC1=COCCO1)N,4/000000031,"InChI=1S/C8H15NO3S/c9-7(6-13)3-11-5-8-4-10-1-2-12-8/h4,7,13H,1-3,5-6,9H2/t7-/m1/s1",C8H15NO3S,205,0.25,4.14,5.68,2.22,-150,4.109335752321116,1
OC(=O)CNC(=O)C1=CCC[C@@H](O1)C(=O)C,30/000000039,"InChI=1S/C10H13NO5/c1-6(12)7-3-2-4-8(16-7)10(15)11-5-9(13)14/h4,7H,2-3,5H2,1H3,(H,11,15)(H,13,14)/t7-/m1/s1",C10H13NO5,227,-0.34,4.14,1.68,3.58,-170,3.3861935856236833,1
OC(=O)Cc1n[nH]c(n1)C/C=C/[C@@H]1C=NOC1,30/000000035,"InChI=1S/C10H12N4O3/c15-10(16)4-9-12-8(13-14-9)3-1-2-7-5-11-17-6-7/h1-2,5,7H,3-4,6H2,(H,15,16)(H,12,13,14)/b2-1+/t7-/m1/s1",C10H12N4O3,236,0.7,4.14,11.11,4.81,-150,4.442681426700261,1
OCNCS(=O)(=O)CCn1cnnc1SC/C=C/C[NH3+],11/000000026,"InChI=1S/C10H19N5O3S2/c11-3-1-2-5-19-10-14-13-7-15(10)4-6-20(17,18)9-12-8-16/h1-2,7,12,16H,3-6,8-9,11H2/p+1/b2-1+",C10H20N5O3S2,322,0.1,4.14,1.27,3.58,-170,4.0137962898969315,1
SCC(=O)OC[C@H](c1ccc(c(c1Br)O)Br)O,20/000000004,"InChI=1S/C10H10Br2O4S/c11-6-2-1-5(9(12)10(6)15)7(13)3-16-8(14)4-17/h1-2,7,13,15,17H,3-4H2/t7-/m1/s1",C10H10O4SBr2,386,2.68,4.14,-6.0,2.48,-170,3.419892729682992,1
Oc1c(I)ccc(c1)[C@@H](c1csc2c1cn[nH]2)Br,18/000000082,"InChI=1S/C12H8BrIN2OS/c13-11(6-1-2-9(14)10(17)3-6)8-5-18-12-7(8)4-15-16-12/h1-5,11,17H,(H,15,16)/t11-/m0/s1",C12H8N2OSBrI,435,4.37,4.14,-8.94,20.3,-190,3.7139737005311826,1
OC(=O)[C@@H](CSc1cc(Br)c(c(c1)Br)O)NN,20/000000006,"InChI=1S/C9H10Br2N2O3S/c10-5-1-4(2-6(11)8(5)14)17-3-7(13-12)9(15)16/h1-2,7,13-14H,3,12H2,(H,15,16)/t7-/m1/s1",C9H10N2O3SBr2,386,2.37,4.13,-6.47,2.48,-170,3.328938883529146,1
Oc1c(Cl)c(/C(=C/N)/c2noc(c2)CCN)ccc1Cl,21/000000009,"InChI=1S/C13H13Cl2N3O2/c14-10-2-1-8(12(15)13(10)19)9(6-17)11-5-7(3-4-16)20-18-11/h1-2,5-6,19H,3-4,16-17H2/b9-6-",C13H13N3O2Cl2,313,2.42,4.13,-5.83,3.58,-20,3.2253806904963325,1
C1=C[C@@H](C=C(O1)C/C=C/c1cnccc1)C(=O)O,2/000000014,"InChI=1S/C14H13NO3/c16-14(17)12-6-8-18-13(9-12)5-1-3-11-4-2-7-15-10-11/h1-4,6-10,12H,5H2,(H,16,17)/b3-1+/t12-/m0/s1",C14H12NO3,242,1.24,4.13,0.59,3.85,-150,3.8302383193964813,1
O[P@@](=O)(Cc1cc2[nH]ccc2c(c1)CCl)OCCN,27/000000015,"InChI=1S/C12H16ClN2O3P/c13-7-10-5-9(6-12-11(10)1-3-15-12)8-19(16,17)18-4-2-14/h1,3,5-6,15H,2,4,7-8,14H2,(H,16,17)",C12H16N2O3PCl,302,0.55,4.13,-4.69,3.59,-80,3.4639644963016405,1
c1n[nH]cc1[C@@H]([NH3+])/C=C/CSc1nncn1CCCl,11/000000018,"InChI=1S/C11H15ClN6S/c12-3-4-18-8-16-17-11(18)19-5-1-2-10(13)9-6-14-15-7-9/h1-2,6-8,10H,3-5,13H2,(H,14,15)/p+1/b2-1+/t10-/m0/s1",C11H16N6SCl,299,2.69,4.13,0.85,3.58,-150,4.40566725919912,1
C(=C\c1ncc([nH]1)N(=O)=O)/C[C@@H]1OC(=CCC1)C(=O)N,30/000000018,"InChI=1S/C12H14N4O4/c13-12(17)9-5-1-3-8(20-9)4-2-6-10-14-7-11(15-10)16(18)19/h2,5-8H,1,3-4H2,(H2,13,17)(H,14,15)/b6-2+/t8-/m1/s1",C12H14N4O4,278,0.54,4.13,-3.26,5.09,-170,4.217002932244862,1
Oc1c(Cl)c(/C(=C/NC)/c2noc(c2)CCN)ccc1Cl,21/000000026,"InChI=1S/C14H15Cl2N3O2/c1-18-7-10(12-6-8(4-5-17)21-19-12)9-2-3-11(15)14(20)13(9)16/h2-3,6-7,18,20H,4-5,17H2,1H3/b10-7-",C14H15N3O2Cl2,327,2.88,4.12,-5.0,5.09,-40,3.2477672278592262,1
Oc1c(O)cccc1/C(=C(\C)/C#CCN)/C,18/000000103,"InChI=1S/C13H15NO2/c1-9(5-4-8-14)10(2)11-6-3-7-12(15)13(11)16/h3,6-7,15-16H,8,14H2,1-2H3/b10-9+",C13H15NO2,217,1.55,4.12,-7.06,3.58,-80,3.1577452553125536,1
NN[C@](CC#CC)(c1n[nH]c(=S)[nH]1)C=C,17/000000022,"InChI=1S/C9H13N5S/c1-3-5-6-9(4-2,14-10)7-11-8(15)13-12-7/h4,14H,2,6,10H2,1H3,(H2,11,12,13,15)/t9-/m1/s1",C9H13N5S,223,1.22,4.12,0.61,3.85,-170,5.004754388597572,1
Oc1c(I)ccc(c1)[C@@H](n1nc[nH]c1=S)Br,18/000000040,"InChI=1S/C9H7BrIN3OS/c10-8(14-9(16)12-4-13-14)5-1-2-6(11)7(15)3-5/h1-4,8,15H,(H,12,13,16)/t8-/m1/s1",C9H7N3OSBrI,412,3.95,4.12,-7.33,17.8,-150,4.141342105708249,1
OC[C@]1(OC(=NC1)NCCl)CCNC,30/000000015,"InChI=1S/C8H16ClN3O2/c1-10-3-2-8(5-13)4-11-7(14-8)12-6-9/h10,13H,2-6H2,1H3,(H,11,12)/t8-/m0/s1",C8H16N3O2Cl,221,-0.16,4.12,6.23,3.58,-170,4.59192685187777,1
Sc1nc(c[nH]1)[C@@H](c1nnc[nH]1)C(=O)OCC,17/000000002,"InChI=1S/C9H11N5O2S/c1-2-16-8(15)6(7-11-4-12-14-7)5-3-10-9(17)13-5/h3-4,6H,2H2,1H3,(H2,10,13,17)(H,11,12,14)/t6-/m0/s1",C9H11N5O2S,253,1.55,4.11,-3.39,3.33,-170,4.369691768144531,1
C(=C\C[C@@](CN)(C1=NCCN1)c1nonc1)/N(=O)=O,4/000000007,"InChI=1S/C10H14N6O3/c11-7-10(2-1-5-16(17)18,8-6-14-19-15-8)9-12-3-4-13-9/h1,5-6H,2-4,7,11H2,(H,12,13)/b5-1+/t10-/m0/s1",C10H14N6O3,266,0.23,4.11,-5.67,24.7,-150,4.736587911879774,1
Sc1nnc(s1)[C@@H](CCN)NNCCO,4/000000008,"InChI=1S/C7H15N5OS2/c8-2-1-5(10-9-3-4-13)6-11-12-7(14)15-6/h5,9-10,13H,1-4,8H2,(H,12,14)/t5-/m1/s1",C7H15N5OS2,249,0.57,4.11,-2.35,20.6,-150,4.251890035877121,1
SC[C@H](CF)NCC#CCO,6/000000183,"InChI=1S/C7H12FNOS/c8-5-7(6-11)9-3-1-2-4-10/h7,9-11H,3-6H2/t7-/m0/s1",C7H12NOSF,177,0.78,4.11,8.33,2.22,-150,4.215626484139665,1
Oc1cc(nc2c1NCN2C/C=C\C=C)CF,23/000000060,"InChI=1S/C12H14FN3O/c1-2-3-4-5-16-8-14-11-10(17)6-9(7-13)15-12(11)16/h2-4,6,14H,1,5,7-8H2,(H,15,17)/b4-3-",C12H14N3OF,235,2.18,4.11,-8.11,16.3,-100,3.855040620302094,1
Oc1ccc2c(c1)ncn2CCc1occ(c1)C(=O)O,15/000000008,"InChI=1S/C14H12N2O4/c17-10-1-2-13-12(6-10)15-8-16(13)4-3-11-5-9(7-20-11)14(18)19/h1-2,5-8,17H,3-4H2,(H,18,19)",C14H12N2O4,272,1.31,4.11,-5.85,2.35,-100,2.6111230828408303,1
S[C@@H](c1n[nH]c(=S)o1)OC(=O)c1ccc(cc1Br)F,29/000000011,"InChI=1S/C10H6BrFN2O3S2/c11-6-3-4(12)1-2-5(6)8(15)17-9(18)7-13-14-10(19)16-7/h1-3,9,18H,(H,14,19)/t9-/m0/s1",C10H6N2O3S2FBr,365,3.84,4.11,-4.0,2.22,-170,3.6146289375207985,1
Oc1ccc(c(c1C(=O)Cc1nnc([nH]1)S)C(=O)N)O,4/000000034,"InChI=1S/C11H10N4O4S/c12-10(19)9-5(17)2-1-4(16)8(9)6(18)3-7-13-11(20)15-14-7/h1-2,16-17H,3H2,(H2,12,19)(H2,13,14,15,20)",C11H10N4O4S,294,0.89,4.11,-6.39,3.58,-60,3.3397901543657955,1
Sc1nnc(o1)[C@@H]([NH2+]C)c1ccoc1N(=O)=O,23/000000045,"InChI=1S/C8H8N4O4S/c1-9-5(6-10-11-8(17)16-6)4-2-3-15-7(4)12(13)14/h2-3,5,9H,1H3,(H,11,17)/p+1/t5-/m0/s1",C8H9N4O4S,257,1.09,4.11,-2.99,24.7,-170,4.926388965362206,1
O[C@H](CN)[P@@](=O)(Oc1cccc(c1S)I)O,18/000000084,"InChI=1S/C8H11INO4PS/c9-5-2-1-3-6(8(5)16)14-15(12,13)7(11)4-10/h1-3,7,11,16H,4,10H2,(H,12,13)/t7-/m0/s1",C8H11NO4PSI,375,0.76,4.1,-2.11,3.33,-150,4.342959223641492,1
SCCCCC[C@H](CCc1nonc1)N,4/000000024,"InChI=1S/C10H19N3OS/c11-9(4-2-1-3-7-15)5-6-10-8-12-14-13-10/h8-9,15H,1-7,11H2/t9-/m1/s1",C10H19N3OS,229,2.81,4.1,-6.19,3.58,-190,3.872761413336871,1
C#CCC[C@]1(O)COC(=CC1)C(=O)N,30/000000021,"InChI=1S/C10H13NO3/c1-2-3-5-10(13)6-4-8(9(11)12)14-7-10/h1,4,13H,3,5-7H2,(H2,11,12)/t10-/m1/s1",C10H13NO3,195,-0.24,4.1,-4.35,2.35,-170,4.327015640417164,1
O=C(NCCC/C=C(\C)/c1cccc(c1N(=O)=O)N(=O)=O)N,5/000000026,"InChI=1S/C13H16N4O5/c1-9(5-2-3-8-15-13(14)18)10-6-4-7-11(16(19)20)12(10)17(21)22/h4-7H,2-3,8H2,1H3,(H3,14,15,18)/b9-5+",C13H16N4O5,308,1.59,4.1,-5.05,2.48,-120,2.7532493024279567,1
OCC#CCNc1nc(ncc1)CC[C@H](C)F,6/000000056,"InChI=1S/C12H16FN3O/c1-10(13)4-5-11-15-8-6-12(16-11)14-7-2-3-9-17/h6,8,10,17H,4-5,7,9H2,1H3,(H,14,15,16)/t10-/m0/s1",C12H16N3OF,237,1.15,4.1,8.15,3.58,-170,3.570702345067607,1
OC[C@@H](c1nnc(o1)S)SCC=C,23/000000055,"InChI=1S/C7H10N2O2S2/c1-2-3-13-5(4-10)6-8-9-7(12)11-6/h2,5,10H,1,3-4H2,(H,9,12)/t5-/m0/s1",C7H10N2O2S2,218,1.58,4.1,0.69,18.6,-150,4.448142820928185,1
OCC#CCNc1nc(ncc1)CCCNOCCCC,6/000000187,"InChI=1S/C15H24N4O2/c1-2-3-13-21-18-10-6-7-14-17-11-8-15(19-14)16-9-4-5-12-20/h8,11,18,20H,2-3,6-7,9-10,12-13H2,1H3,(H,16,17,19)",C15H24N4O2,292,1.52,4.09,6.69,3.58,-50,3.1046834691080845,1
Oc1cc2oc(=O)ccc2cc1CSCN,1/000000001,"InChI=1S/C11H11NO3S/c12-6-16-5-8-3-7-1-2-11(14)15-10(7)4-9(8)13/h1-4,13H,5-6,12H2",C11H11NO3S,237,0.9,4.09,-5.85,15.3,-120,2.7355453984252556,1
Sc1ccc(c2c1COC2=O)Nc1nccc(n1)C=C,19/000000012,"InChI=1S/C14H11N3O2S/c1-2-8-5-6-15-14(16-8)17-10-3-4-11(20)9-7-19-13(18)12(9)10/h2-6,20H,1,7H2,(H,15,16,17)",C14H11N3O2S,285,2.28,4.09,-7.18,3.58,-40,3.2147546617881977,1
N[C@H](C[NH2+]CCC)c1nnc[nH]1,24/000000024,"InChI=1S/C7H15N5/c1-2-3-9-4-6(8)7-10-5-11-12-7/h5-6,9H,2-4,8H2,1H3,(H,10,11,12)/p+1/t6-/m1/s1",C7H16N5,170,0.68,4.09,5.51,2.22,-170,5.3291876187525355,1
OC(=O)c1c(O)cc(c(c1)Cl)NC/C(=C/CC)/CNCO,28/000000030,"InChI=1S/C14H19ClN2O4/c1-2-3-9(6-16-8-18)7-17-12-5-13(19)10(14(20)21)4-11(12)15/h3-5,16-19H,2,6-8H2,1H3,(H,20,21)/b9-3+",C14H19N2O4Cl,314,1.25,4.09,-7.26,3.85,-110,3.048048478731765,1
Sc1n[nH]c(n1)[C@@](NN)(c1nncs1)Br,17/000000005,"InChI=1S/C5H6BrN7S2/c6-5(13-7,3-11-8-1-15-3)2-9-4(14)12-10-2/h1,13H,7H2,(H2,9,10,12,14)/t5-/m1/s1",C5H6N7S2Br,308,1.25,4.09,-2.19,24.5,-150,4.819786739173826,1
OC(=O)c1cc(Cl)c(cc1O)NC/C(=C/CC)/CN,28/000000029,"InChI=1S/C13H17ClN2O3/c1-2-3-8(6-15)7-16-11-5-12(17)9(13(18)19)4-10(11)14/h3-5,16-17H,2,6-7,15H2,1H3,(H,18,19)/b8-3+",C13H17N2O3Cl,284,1.43,4.09,-8.04,3.85,-40,2.822845323615015,1
OCc1c(I)ccc(c1)Sc1ncc([nH]1)[C@@H](C)F,18/000000087,"InChI=1S/C12H12FIN2OS/c1-7(13)11-5-15-12(16-11)18-9-2-3-10(14)8(4-9)6-17/h2-5,7,17H,6H2,1H3,(H,15,16)/t7-/m1/s1",C12H12N2OSFI,378,3.05,4.08,-7.32,19.0,-190,3.690493881526659,1
Oc1ccc(c(c1)O)C[C@@](NN)(c1nnco1)Br,17/000000038,"InChI=1S/C10H11BrN4O3/c11-10(15-12,9-14-13-5-18-9)4-6-1-2-7(16)3-8(6)17/h1-3,5,15-17H,4,12H2/t10-/m1/s1",C10H11N4O3Br,315,1.44,4.08,-5.25,2.22,-170,4.023288958449735,1
OC[C@@](CCSC)(CCCl)c1cccc(c1)CON,30/000000007,"InChI=1S/C14H22ClNO2S/c1-19-8-6-14(11-17,5-7-15)13-4-2-3-12(9-13)10-18-16/h2-4,9,17H,5-8,10-11,16H2,1H3/t14-/m0/s1",C14H22NO2SCl,303,2.21,4.08,-4.19,15.2,-170,3.582571172644167,1
NC[C@@](Cc1oc(=S)[nH]n1)(c1nonc1)C=C,4/000000028,"InChI=1S/C9H11N5O2S/c1-2-9(5-10,6-4-11-16-14-6)3-7-12-13-8(17)15-7/h2,4H,1,3,5,10H2,(H,13,17)/t9-/m1/s1",C9H11N5O2S,253,1.66,4.08,-5.46,3.58,-150,4.752024460452223,1
c1sncc1[C@@H]([NH3+])/C=C/CSc1nnc([nH]1)C/C=C/CC,11/000000001,"InChI=1S/C14H19N5S2/c1-2-3-4-7-13-17-14(19-18-13)20-8-5-6-12(15)11-9-16-21-10-11/h3-6,9-10,12H,2,7-8,15H2,1H3,(H,17,18,19)/p+1/b4-3+,6-5+/t12-/m0/s1",C14H20N5S2,322,3.07,4.08,0.66,6.77,-190,4.8468276497374045,1
OCc1cc(cc(c1)[C@@H](CS)NC)CON,30/000000008,"InChI=1S/C11H18N2O2S/c1-13-11(7-16)10-3-8(5-14)2-9(4-10)6-15-12/h2-4,11,13-14,16H,5-7,12H2,1H3/t11-/m1/s1",C11H18N2O2S,242,0.18,4.08,-4.98,13.1,-170,3.4322428050089497,1
Oc1c2c(ncc1CC)N(CN2)C/C=C\N,23/000000074,"InChI=1S/C11H16N4O/c1-2-8-6-13-11-9(10(8)16)14-7-15(11)5-3-4-12/h3-4,6,14H,2,5,7,12H2,1H3,(H,13,16)/b4-3-",C11H16N4O,220,1.22,4.08,-7.13,13.4,-60,3.7057392445791013,1
OCC#C[C@H](C)NCCSS,6/000000123,"InChI=1S/C7H13NOS2/c1-7(3-2-5-9)8-4-6-11-10/h7-10H,4-6H2,1H3/t7-/m0/s1",C7H13NOS2,191,0.9,4.07,8.64,2.22,-170,4.391588022601203,1
Oc1coc(cc1=O)C[C@@](NN)(c1nnco1)Br,17/000000072,"InChI=1S/C9H9BrN4O4/c10-9(14-11,8-13-12-4-18-8)2-5-1-6(15)7(16)3-17-5/h1,3-4,14,16H,2,11H2/t9-/m1/s1",C9H9N4O4Br,317,0.48,4.07,-5.69,2.22,-190,4.371583419988196,1
